Path in Mister,URL,Size in bytes (optional but recommended),MD5 Hash (optional but recommended),Filter Terms (optional),Overwrite (optional),Comments (optional)
games/mame/lightbr.zip,https://archive.org/download/OngoFiles/mame-taitof3/lightbr.zip,8838968,801d10c0d47e7d06e17125fd6cdcccc6,Taito F3,overwrite:false,
games/mame/pbobble2.zip,https://archive.org/download/OngoFiles/mame-taitof3/pbobble2.zip,6302021,562a4ae42ee695a1ac27b33cadce3c7f,Taito F3,overwrite:false,
games/mame/pbobble3.zip,https://archive.org/download/OngoFiles/mame-taitof3/pbobble3.zip,7464250,e0aa761cb6c623441e9bae27775aa06e,Taito F3,overwrite:false,
games/mame/pbobble4.zip,https://archive.org/download/OngoFiles/mame-taitof3/pbobble4.zip,7358542,fb1be6372b839834213f93fd2e9a4f65,Taito F3,overwrite:false,
games/mame/popnpop.zip,https://archive.org/download/OngoFiles/mame-taitof3/popnpop.zip,5958528,61afbf03951f57b6f0960262da642ce3,Taito F3,overwrite:false,
games/mame/puchicar.zip,https://archive.org/download/OngoFiles/mame-taitof3/puchicar.zip,9445598,5e2e106be4c2228f58cc3b42308b9b27,Taito F3,overwrite:false,
games/mame/pwrgoal.zip,https://archive.org/download/OngoFiles/mame-taitof3/pwrgoal.zip,10708451,13ff8d9c8b509d0b48d1ac51e0b5baef,Taito F3,overwrite:false,
games/mame/qtheater.zip,https://archive.org/download/OngoFiles/mame-taitof3/qtheater.zip,5633340,3b6e77dc5676359d6ba51b7d1ecc1056,Taito F3,overwrite:false,
games/mame/quizhuhu.zip,https://archive.org/download/OngoFiles/mame-taitof3/quizhuhu.zip,10037880,daaa4bf58924587ec71993f348cea9f3,Taito F3,overwrite:false,
games/mame/recalh.zip,https://archive.org/download/OngoFiles/mame-taitof3/recalh.zip,3649527,f89b8ca17cdb2b88c002a2088fe7be7f,Taito F3,overwrite:false,
games/mame/ridingf.zip,https://archive.org/download/OngoFiles/mame-taitof3/ridingf.zip,4963910,a564b605552e99dcfd49902ebc238a7d,Taito F3,overwrite:false,
games/mame/ringrage.zip,https://archive.org/download/OngoFiles/mame-taitof3/ringrage.zip,5774641,1dfd357124ef48842e81f3303000726c,Taito F3,overwrite:false,
games/mame/scfinals.zip,https://archive.org/download/OngoFiles/mame-taitof3/scfinals.zip,5871872,1fa36569c78984bae0cba4364ace501d,Taito F3,overwrite:false,
games/mame/spcinv95.zip,https://archive.org/download/OngoFiles/mame-taitof3/spcinv95.zip,4585462,ef4bda6d268d20cda1925bf258a03acb,Taito F3,overwrite:false,
games/mame/tcobra2.zip,https://archive.org/download/OngoFiles/mame-taitof3/tcobra2.zip,6712077,7898383bb409d6a44abcded2ebd426b6,Taito F3,overwrite:false,
games/mame/trstar.zip,https://archive.org/download/OngoFiles/mame-taitof3/trstar.zip,7447041,6de04d8c044541118df3fe124368e227,Taito F3,overwrite:false,
games/mame/twinqix.zip,https://archive.org/download/OngoFiles/mame-taitof3/twinqix.zip,3028197,a43b278642f60c6891c43b23ef14309c,Taito F3,overwrite:false,
games/mame/jdreddp.zip,https://archive.org/download/OngoFiles/mame-tunit/jdreddp.zip,6872137,7dc7339bcb554a6b424cc8182f204201,T-unit,overwrite:false,
games/mame/mk.zip,https://archive.org/download/OngoFiles/mame-tunit/mk.zip,31086827,5a2140d3a46c3844c505db1d6b066d96,T-unit,overwrite:false,
games/mame/mk2.zip,https://archive.org/download/OngoFiles/mame-tunit/mk2.zip,17220209,0391c3bf75ce5f07539bf2652692b539,T-unit,overwrite:false,
games/mame/nbajam.zip,https://archive.org/download/OngoFiles/mame-tunit/nbajam.zip,13883644,36edaef76b432b415b7937a9912480c7,T-unit,overwrite:false,
games/mame/nbajamte.zip,https://archive.org/download/OngoFiles/mame-tunit/nbajamte.zip,8101731,4abb9d375d90adc4e911e4e1f88e609f,T-unit,overwrite:false,
games/mame/mk2_wolf.zip,https://archive.org/download/OngoFiles/mame-wolf/mk2_wolf.zip,13494298,992725ab5639550f2cfb2409110162a5,Wolf,overwrite:false,
games/mame/mk3.zip,https://archive.org/download/OngoFiles/mame-wolf/mk3.zip,22039125,644fa51615d61a0eb2c2c0f31374d19d,Wolf,overwrite:false,
games/mame/mk_wolf.zip,https://archive.org/download/OngoFiles/mame-wolf/mk_wolf.zip,30492110,0e6d06201da92c2df60091246266ac84,Wolf,overwrite:false,
games/mame/nbahangt.zip,https://archive.org/download/OngoFiles/mame-wolf/nbahangt.zip,21863809,36faa902ca2a7bd908aceb82697f118f,Wolf,overwrite:false,
games/mame/openice.zip,https://archive.org/download/OngoFiles/mame-wolf/openice.zip,14986485,83397b6c604cdb965779957d8d754999,Wolf,overwrite:false,
games/mame/rmpgwt.zip,https://archive.org/download/OngoFiles/mame-wolf/rmpgwt.zip,13738043,d94f633e114b03a94dcca9802cd48b8d,Wolf,overwrite:false,
games/mame/umk3.zip,https://archive.org/download/OngoFiles/mame-wolf/umk3.zip,23228381,79078e14d7d2143b07cf3321913066a9,Wolf,overwrite:false,
games/mame/wwfmania.zip,https://archive.org/download/OngoFiles/mame-wolf/wwfmania.zip,20114490,c188ce66289ff8f47627e44bf413345c,Wolf,overwrite:false,
games/mame/hiimpact.zip,https://archive.org/download/OngoFiles/mame-yunit/hiimpact.zip,1784319,a205422b3660a540c72349c7d5771f6f,Y-unit,overwrite:false,
games/mame/shimpact.zip,https://archive.org/download/OngoFiles/mame-yunit/shimpact.zip,3182345,b4280446e942fe8022fd715508795a05,Y-unit,overwrite:false,
games/mame/smashtv.zip,https://archive.org/download/OngoFiles/mame-yunit/smashtv.zip,1260603,06265ab9b0994908ad9831c04b98bd8e,Y-unit,overwrite:false,
games/mame/strkforc.zip,https://archive.org/download/OngoFiles/mame-yunit/strkforc.zip,1999436,b0a82b53262d739128053b05b2eebc1a,Y-unit,overwrite:false,
games/mame/term2.zip,https://archive.org/download/OngoFiles/mame-yunit/term2.zip,9953492,efc72cafcdd8f6d9dcee4c7e8f48bacc,Y-unit,overwrite:false,
games/mame/totcarn.zip,https://archive.org/download/OngoFiles/mame-yunit/totcarn.zip,2399660,dd247547ecaff915f2d3929fc28133c4,Y-unit,overwrite:false,
games/mame/trog.zip,https://archive.org/download/OngoFiles/mame-yunit/trog.zip,2583282,3ed492fd71997a8e456f4ee391b21684,Y-unit,overwrite:false,
games/mame/yunittst.zip,https://archive.org/download/OngoFiles/mame-yunit/yunittst.zip,7874,f87b5838edabb74f0cb5dee260ee9a09,Y-unit,overwrite:false,
